Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,West Ham_21_22,Arsenal_21_22,Tottenham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Aston Villa_21_22,Leicester City_21_22,Crystal Palace_21_22,Southampton_21_22,Brentford_21_22,Leeds United_21_22,Everton_21_22,Watford_21_22,Newcastle Utd_21_22,Burnley_21_22,Norwich City_21_22
Wolves_19_20,35.41186241925155,30.512292604784715,22.693611435820433,11.40175425099138,7.0,6.324555320336759,7.681145747868608,16.06237840420901,9.486832980505138,6.708203932499369,13.2664991614216,7.211102550927978,9.848857801796104,11.0,16.401219466856727,16.34013463836819,21.047565179849187,23.706539182259394,20.71231517720798,31.827660925679098
Sheffield Utd_19_20,39.242833740697165,35.90264614203248,26.551836094703507,18.867962264113206,12.84523257866513,10.488088481701515,16.15549442140351,8.12403840463596,1.4142135623730951,12.449899597988733,21.307275752662516,13.19090595827292,13.152946437965905,13.45362404707371,20.273134932713294,19.82422760159901,23.600847442411894,26.153393661244042,18.027756377319946,31.63858403911275
Crystal Palace_19_20,43.37049688440288,40.124805295477756,30.822070014844883,22.293496809607955,16.24807680927192,12.68857754044952,18.81488772222678,9.219544457292887,3.3166247903554,12.884098726725126,22.02271554554524,14.177446878757825,12.328828005937952,12.24744871391589,18.708286933869708,18.49324200890693,21.77154105707724,23.93741840717165,15.362291495737216,28.106938645110393
Arsenal_19_20,39.87480407475377,34.597687784012386,27.2213151776324,15.165750888103101,11.445523142259598,9.486832980505138,10.63014581273465,18.05547008526779,10.198039027185569,2.23606797749979,10.862780491200215,3.7416573867739413,5.196152422706632,6.4031242374328485,11.874342087037917,11.704699910719626,16.401219466856727,19.026297590440446,17.05872210923198,27.294688127912362
Everton_19_20,44.56455991031439,39.45883931389772,31.953090617340916,19.849433241279208,15.84297951775486,12.727922061357855,15.0,19.026297590440446,10.954451150103322,4.123105625617661,12.24744871391589,6.164414002968976,1.7320508075688772,2.23606797749979,8.54400374531753,8.54400374531753,12.84523257866513,15.165750888103101,13.379088160259652,22.561028345356956
Newcastle Utd_19_20,47.67598976424087,43.01162633521314,35.185224171518364,23.259406699226016,18.81488772222678,14.866068747318506,18.275666882497067,19.261360284258224,11.874342087037917,8.12403840463596,15.264337522473747,10.246950765959598,5.0990195135927845,4.47213595499958,8.602325267042627,9.273618495495704,12.569805089976535,14.177446878757825,12.083045973594572,19.697715603592208
Southampton_19_20,46.82947789587238,41.23105625617661,34.75629439396553,21.470910553583888,18.81488772222678,15.84297951775486,16.24807680927192,24.515301344262525,16.76305461424021,6.782329983125268,9.1104335791443,8.660254037844387,5.0990195135927845,5.477225575051661,3.7416573867739413,6.0,10.392304845413264,11.874342087037917,16.30950643030009,20.445048300260872
Brighton_19_20,43.37049688440288,38.23610858861032,30.495901363953813,19.209372712298546,14.966629547095765,12.529964086141668,14.89966442575134,17.46424919657298,9.1104335791443,4.69041575982343,13.601470508735444,5.385164807134504,4.0,4.242640687119285,11.224972160321824,10.295630140987,14.352700094407323,17.11724276862369,12.806248474865697,24.535688292770594
Burnley_19_20,46.07602413403309,40.718546143004666,33.555923471125034,21.047565179849187,17.4928556845359,14.45683229480096,16.06237840420901,21.18962010041709,13.152946437965905,4.898979485566356,11.357816691600547,6.708203932499369,1.4142135623730951,1.4142135623730951,6.324555320336759,6.48074069840786,10.862780491200215,13.076696830622021,13.19090595827292,20.92844953645635
West Ham_19_20,46.314144707637645,40.66939881532551,33.61547262794322,21.37755832643195,18.0,15.524174696260024,16.673332000533065,21.656407827707714,13.379088160259652,5.0990195135927845,11.532562594670797,5.744562646538029,2.0,1.4142135623730951,7.0710678118654755,5.830951894845301,10.099504938362077,12.84523257866513,12.0,21.213203435596427
Aston Villa_19_20,47.70744176750625,41.48493702538308,35.34119409414458,22.360679774997898,20.12461179749811,18.05547008526779,17.578395831246947,25.96150997149434,17.72004514666935,7.14142842854285,8.831760866327848,7.3484692283495345,5.385164807134504,5.385164807134504,4.358898943540674,3.0,7.810249675906654,10.392304845413264,14.594519519326424,20.42057785666214
Bournemouth_19_20,50.38849074937649,45.232731511594565,37.54996671103717,25.98076211353316,21.77154105707724,18.57417562100671,21.307275752662516,21.283796653792763,13.601470508735444,10.0,16.76305461424021,10.816653826391969,6.48074069840786,5.0990195135927845,9.16515138991168,7.874007874011811,9.899494936611665,12.12435565298214,7.3484692283495345,17.832554500127006
