Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Tottenham_21_22,Arsenal_21_22,West Ham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Aston Villa_21_22,Southampton_21_22,Everton_21_22,Leeds United_21_22,Watford_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Brighton_18_19,41.12177038990418,36.373066958946424,31.591137997862628,15.684387141358123,17.4928556845359,15.937377450509228,12.727922061357855,15.937377450509228,8.660254037844387,15.297058540778355,6.082762530298219,2.449489742783178,5.0,2.449489742783178,8.18535277187245,10.44030650891055,12.96148139681572,10.295630140987,18.708286933869708,23.194827009486403
Crystal Palace_18_19,45.18849411078001,40.66939881532551,35.397740040855716,19.467922333931785,22.02271554554524,20.808652046684813,17.804493814764857,14.52583904633395,9.899494936611665,20.322401432901575,10.954451150103322,7.280109889280518,9.899494936611665,5.385164807134504,11.40175425099138,12.649110640673518,14.317821063276353,6.4031242374328485,18.894443627691185,21.236760581595302
Newcastle Utd_18_19,48.908077042549934,44.40720662234904,39.102429592034305,22.825424421026653,25.632011235952593,24.43358344574123,21.283796653792763,16.278820596099706,13.114877048604,22.912878474779202,14.352700094407323,10.816653826391969,12.727922061357855,7.810249675906654,12.96148139681572,13.19090595827292,14.52583904633395,4.58257569495584,17.804493814764857,18.466185312619388
Southampton_18_19,49.52776998815917,44.01136216933077,40.54626986542659,25.41653005427767,26.229754097208,23.49468024894146,20.493901531919196,25.41653005427767,19.209372712298546,16.431676725154983,13.30413469565007,12.409673645990857,9.9498743710662,8.48528137423857,5.744562646538029,4.58257569495584,3.7416573867739413,9.16515138991168,8.12403840463596,14.7648230602334
Cardiff City_18_19,52.191953402799555,46.73328578219169,43.32435804486894,27.586228448267445,28.653097563788805,26.095976701399778,22.825424421026653,27.586228448267445,21.72556098240043,18.138357147217054,16.30950643030009,15.264337522473747,12.727922061357855,11.0,8.246211251235321,5.0990195135927845,5.196152422706632,11.357816691600547,5.744562646538029,11.874342087037917
Burnley_18_19,56.16938667993447,50.547007824400445,47.43416490252569,31.906112267087632,32.83291031876401,30.099833886584822,26.94438717061496,31.52776554086889,25.98076211353316,21.213203435596427,20.42057785666214,19.544820285692065,16.881943016134134,15.297058540778355,12.12435565298214,9.0,7.483314773547883,14.071247279470288,2.449489742783178,9.273618495495704
Fulham_18_19,57.844619455918284,52.1344415909483,49.24428900898052,33.8673884437522,34.655446902326915,31.827660925679098,28.722813232690143,33.74907406137241,28.178005607210743,22.38302928559939,22.360679774997898,21.656407827707714,18.81488772222678,17.46424919657298,13.92838827718412,10.770329614269007,9.0,16.15549442140351,2.23606797749979,9.1104335791443
Huddersfield_18_19,57.41950887982237,52.23983154643591,47.97916214358062,31.874754901018456,33.85262175962151,31.71750305430741,28.53068523537421,26.981475126464083,23.430749027719962,25.88435821108957,21.047565179849187,18.81488772222678,18.138357147217054,14.491376746189438,15.0,13.076696830622021,12.083045973594572,8.602325267042627,10.677078252031311,8.94427190999916
Liverpool_19_20,8.774964387392123,14.45683229480096,14.89966442575134,29.427877939124322,26.570660511172846,29.427877939124322,32.155870381627054,42.638011210655684,39.35733730830886,39.74921382870358,39.91240408695021,41.7612260356422,42.76680956068619,45.93473631142341,47.16990566028302,50.00999900019995,52.78257288158659,53.79591062525106,59.19459434779497,65.80273550544841
Leicester City_19_20,13.45362404707371,9.433981132056603,5.477225575051661,15.811388300841896,11.045361017187261,12.727922061357855,16.30950643030009,29.427877939124322,24.269322199023193,24.166091947189145,23.08679276123039,25.37715508089904,26.248809496813376,29.765752132274432,30.740852297878796,34.07345007480164,36.193922141707716,37.17526059088221,42.941821107167776,50.05996404313531
