Team,Manchester City_21_22,Liverpool_21_22,Chelsea_21_22,Tottenham_21_22,Arsenal_21_22,West Ham_21_22,Manchester Utd_21_22,Wolves_21_22,Brighton_21_22,Aston Villa_21_22,Leicester City_21_22,Crystal Palace_21_22,Brentford_21_22,Everton_21_22,Southampton_21_22,Leeds United_21_22,Watford_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Burnley_18_19,45.18849411078001,47.67598976424087,40.52159917870962,23.280893453645632,21.77154105707724,23.853720883753127,21.540659228538015,22.561028345356956,19.44222209522358,15.0996688705415,18.027756377319946,15.033296378372908,13.45362404707371,10.04987562112089,8.660254037844387,4.58257569495584,7.3484692283495345,6.164414002968976,5.385164807134504,7.3484692283495345
Huddersfield_18_19,47.138094997570704,50.68530358989675,42.731721238442994,24.657656011875904,23.790754506740637,26.40075756488817,24.939927826679853,20.024984394500787,18.05547008526779,17.944358444926362,23.853720883753127,17.663521732655695,15.394804318340652,14.247806848775006,9.433981132056603,10.04987562112089,14.212670403551895,6.164414002968976,12.041594578792296,6.324555320336759
Fulham_18_19,51.85556864985669,53.16013544000805,47.042533945356304,31.0,29.13760456866693,30.757112998459398,27.76688675382964,31.906112267087632,28.653097563788805,22.516660498395403,21.118712081942874,22.561028345356956,21.6794833886788,17.146428199482248,17.88854381999832,12.24744871391589,10.04987562112089,15.132745950421556,5.477225575051661,11.357816691600547
Liverpool_19_20,9.643650760992955,10.862780491200215,12.529964086141668,28.231188426986208,28.722813232690143,26.19160170741759,28.053520278211074,38.28837943815329,36.89173349139343,34.79942528261063,35.12833614050059,35.566838487557476,37.17526059088221,39.57271787481876,42.941821107167776,45.14421336118285,46.22769732530488,47.843494855622744,51.24451190127583,55.47071299343465
Leicester City_19_20,2.8284271247461903,8.306623862918075,2.449489742783178,22.045407685048602,22.58317958127243,19.1049731745428,22.045407685048602,31.0322412983658,29.46183972531247,27.820855486487112,29.546573405388315,28.035691537752374,29.8496231131986,32.93933818400121,35.84689665786984,38.71692136521188,39.698866482558415,40.19950248448356,44.73253849269008,48.92851929090027
Manchester City_19_20,13.601470508735444,7.874007874011811,10.816653826391969,25.514701644346147,24.919871588754223,20.346989949375804,22.02271554554524,36.08323710533743,33.301651610693426,27.94637722496424,25.573423705088842,27.910571473905726,30.430248109405877,32.12475680841802,36.52396473549935,37.815340802378074,36.945906403822335,40.01249804748511,42.30839160261236,48.692915295759406
Chelsea_19_20,21.93171219946131,23.53720459187964,17.233687939614086,10.344080432788601,8.54400374531753,5.0990195135927845,4.123105625617661,21.6794833886788,18.027756377319946,10.63014581273465,10.677078252031311,11.445523142259598,13.490737563232042,14.696938456699069,19.235384061671343,20.346989949375804,20.904544960366874,23.515952032609693,25.96150997149434,31.160872901765764
Tottenham_19_20,22.67156809750927,23.93741840717165,17.72004514666935,11.489125293076057,9.695359714832659,5.385164807134504,5.477225575051661,21.563858652847824,17.72004514666935,9.899494936611665,10.04987562112089,10.0,12.529964086141668,13.96424004376894,18.466185312619388,19.72308292331602,19.748417658131498,22.135943621178654,24.919871588754223,30.528675044947494
Manchester Utd_19_20,23.93741840717165,27.53179979587241,19.4164878389476,6.4031242374328485,5.385164807134504,3.7416573867739413,5.916079783099616,14.352700094407323,10.63014581273465,6.557438524302,13.92838827718412,6.708203932499369,8.12403840463596,11.916375287812984,14.142135623730951,17.4928556845359,19.621416870348583,18.57417562100671,24.041630560342615,27.294688127912362
Sheffield Utd_19_20,25.80697580112788,31.0322412983658,22.0,6.48074069840786,7.483314773547883,9.1104335791443,11.224972160321824,8.306623862918075,5.477225575051661,9.695359714832659,19.467922333931785,9.899494936611665,9.433981132056603,14.317821063276353,13.74772708486752,18.788294228055936,22.494443758403985,18.49324200890693,25.98076211353316,26.795522013948524
Wolves_19_20,26.248809496813376,29.93325909419153,21.79449471770337,6.4031242374328485,5.196152422706632,5.656854249492381,6.4031242374328485,13.038404810405298,9.0,4.58257569495584,13.564659966250536,5.0,5.830951894845301,9.899494936611665,11.74734012447073,15.297058540778355,17.916472867168917,16.401219466856727,22.090722034374522,24.919871588754223
Crystal Palace_19_20,32.38826948140329,37.603191353926334,28.653097563788805,9.9498743710662,10.44030650891055,14.071247279470288,14.317821063276353,5.477225575051661,2.23606797749979,10.04987562112089,20.54263858417414,10.723805294763608,8.366600265340756,12.328828005937952,9.273618495495704,14.89966442575134,20.12461179749811,14.45683229480096,22.40535650240808,21.047565179849187
Arsenal_19_20,30.675723300355934,33.1058907144937,25.98076211353316,10.816653826391969,8.660254037844387,9.38083151964686,7.0,17.146428199482248,12.84523257866513,2.23606797749979,8.48528137423857,3.605551275463989,4.69041575982343,4.69041575982343,9.486832980505138,10.488088481701515,12.206555615733702,13.601470508735444,16.73320053068151,21.18962010041709
Newcastle Utd_19_20,33.391615714128,37.49666651850535,29.206163733020468,10.246950765959598,9.433981132056603,12.884098726725126,11.704699910719626,10.954451150103322,7.14142842854285,6.082762530298219,15.811388300841896,7.280109889280518,4.47213595499958,7.0710678118654755,5.477225575051661,10.0,15.066519173319364,11.445523142259598,17.72004514666935,18.027756377319946
Burnley_19_20,33.52610922848042,35.958309192730404,28.879058156387302,12.727922061357855,10.677078252031311,12.206555615733702,9.486832980505138,17.74823934929885,13.564659966250536,4.242640687119285,9.0,5.477225575051661,5.196152422706632,2.23606797749979,7.810249675906654,7.681145747868608,10.0,11.832159566199232,14.177446878757825,18.49324200890693
Brighton_19_20,32.526911934581186,35.679125549822544,27.964262908219126,11.224972160321824,9.695359714832659,11.357816691600547,10.0,14.177446878757825,9.899494936611665,2.8284271247461903,12.206555615733702,3.1622776601683795,1.0,4.123105625617661,5.916079783099616,9.0,12.24744871391589,10.488088481701515,15.905973720586866,18.708286933869708
