Team,Chelsea_21_22,Liverpool_21_22,Manchester Utd_21_22,Everton_21_22,Manchester City_21_22,Brighton_21_22,Tottenham_21_22,West Ham_21_22,Leicester City_21_22,Brentford_21_22,Crystal Palace_21_22,Aston Villa_21_22,Wolves_21_22,Southampton_21_22,Watford_21_22,Arsenal_21_22,Leeds United_21_22,Burnley_21_22,Newcastle Utd_21_22,Norwich City_21_22
Wolves_19_20,9.486832980505138,9.486832980505138,10.099504938362077,9.273618495495704,10.04987562112089,6.4031242374328485,6.4031242374328485,7.810249675906654,3.1622776601683795,3.7416573867739413,2.23606797749979,2.449489742783178,2.8284271247461903,1.0,2.23606797749979,5.0,6.082762530298219,3.7416573867739413,7.3484692283495345,7.3484692283495345
Aston Villa_19_20,9.9498743710662,9.9498743710662,10.344080432788601,9.433981132056603,10.488088481701515,6.782329983125268,6.782329983125268,7.874007874011811,3.0,4.58257569495584,2.449489742783178,1.7320508075688772,3.605551275463989,0.0,1.4142135623730951,4.242640687119285,5.0990195135927845,3.0,6.4031242374328485,6.557438524302
Norwich City_19_20,11.789826122551595,11.789826122551595,11.090536506409418,10.04987562112089,11.916375287812984,9.273618495495704,9.695359714832659,8.12403840463596,5.385164807134504,8.774964387392123,5.477225575051661,3.3166247903554,8.06225774829855,4.47213595499958,4.242640687119285,5.0990195135927845,2.449489742783178,4.123105625617661,3.0,5.916079783099616
Watford_19_20,13.379088160259652,13.379088160259652,13.674794331177344,12.68857754044952,13.92838827718412,9.899494936611665,9.486832980505138,11.045361017187261,5.744562646538029,7.280109889280518,5.830951894845301,4.358898943540674,5.385164807134504,3.4641016151377544,2.449489742783178,2.449489742783178,3.7416573867739413,1.0,5.0,3.3166247903554
Aston Villa_20_21,3.7416573867739413,3.7416573867739413,2.449489742783178,3.4641016151377544,3.3166247903554,7.681145747868608,9.539392014169456,5.385164807134504,10.770329614269007,11.40175425099138,10.344080432788601,11.74734012447073,13.490737563232042,12.68857754044952,13.674794331177344,15.84297951775486,15.652475842498529,15.427248620541512,16.431676725154983,18.601075237738275
Everton_20_21,5.385164807134504,5.385164807134504,3.0,3.0,5.0990195135927845,7.874007874011811,9.695359714832659,4.47213595499958,10.04987562112089,11.789826122551595,9.899494936611665,10.816653826391969,13.601470508735444,12.083045973594572,12.884098726725126,14.7648230602334,14.142135623730951,14.52583904633395,14.798648586948742,17.349351572897472
Leicester City_20_21,6.782329983125268,6.782329983125268,4.242640687119285,3.7416573867739413,6.082762530298219,8.06225774829855,9.848857801796104,3.0,8.602325267042627,11.045361017187261,8.306623862918075,8.602325267042627,12.328828005937952,10.04987562112089,10.816653826391969,12.68857754044952,11.357816691600547,12.083045973594572,11.74734012447073,14.7648230602334
Arsenal_20_21,4.242640687119285,4.242640687119285,3.7416573867739413,2.449489742783178,5.0,3.605551275463989,5.385164807134504,2.23606797749979,5.0990195135927845,7.0710678118654755,5.0,6.164414002968976,8.717797887081348,7.280109889280518,8.06225774829855,10.04987562112089,10.04987562112089,9.899494936611665,11.045361017187261,12.884098726725126
Liverpool_20_21,10.246950765959598,10.246950765959598,8.06225774829855,7.14142842854285,10.0,10.0,11.313708498984761,6.164414002968976,9.1104335791443,12.68857754044952,9.38083151964686,8.774964387392123,13.45362404707371,10.488088481701515,10.770329614269007,11.832159566199232,9.899494936611665,11.704699910719626,10.04987562112089,13.45362404707371
Tottenham_20_21,5.830951894845301,5.830951894845301,3.7416573867739413,3.7416573867739413,4.58257569495584,7.54983443527075,9.433981132056603,2.23606797749979,8.12403840463596,9.695359714832659,7.280109889280518,7.874007874011811,10.954451150103322,9.0,10.04987562112089,12.36931687685298,11.180339887498949,11.224972160321824,11.575836902790225,14.352700094407323
Chelsea_20_21,5.916079783099616,5.916079783099616,4.358898943540674,3.605551275463989,5.477225575051661,6.164414002968976,7.874007874011811,1.4142135623730951,6.082762530298219,8.306623862918075,5.477225575051661,5.916079783099616,9.433981132056603,7.211102550927978,8.12403840463596,10.295630140987,9.273618495495704,9.433981132056603,9.848857801796104,12.449899597988733
Leeds United_20_21,7.615773105863909,7.615773105863909,6.164414002968976,5.0990195135927845,7.54983443527075,6.708203932499369,8.06225774829855,3.3166247903554,5.477225575051661,8.717797887081348,5.385164807134504,5.0990195135927845,9.486832980505138,6.708203932499369,7.280109889280518,9.0,7.681145747868608,8.48528137423857,8.246211251235321,11.045361017187261
Newcastle Utd_20_21,5.830951894845301,5.830951894845301,6.164414002968976,5.0990195135927845,6.708203932499369,3.0,4.123105625617661,4.123105625617661,2.449489742783178,4.69041575982343,2.23606797749979,3.7416573867739413,6.0,4.58257569495584,5.385164807134504,7.54983443527075,8.06225774829855,7.3484692283495345,9.273618495495704,10.488088481701515
Manchester City_20_21,7.0,7.0,6.4031242374328485,5.196152422706632,7.483314773547883,4.898979485566356,6.0,3.7416573867739413,3.3166247903554,6.708203932499369,3.4641016151377544,3.605551275463989,7.54983443527075,5.0990195135927845,5.656854249492381,7.483314773547883,7.0710678118654755,7.280109889280518,8.06225774829855,10.04987562112089
West Ham_20_21,5.0990195135927845,5.0990195135927845,5.0990195135927845,4.47213595499958,5.196152422706632,4.358898943540674,5.916079783099616,3.0,4.47213595499958,5.477225575051661,3.3166247903554,4.69041575982343,6.782329983125268,5.385164807134504,6.557438524302,9.1104335791443,9.0,8.12403840463596,9.899494936611665,11.575836902790225
Southampton_20_21,7.54983443527075,7.54983443527075,7.810249675906654,6.708203932499369,8.366600265340756,4.242640687119285,4.69041575982343,5.477225575051661,1.0,4.58257569495584,1.4142135623730951,2.23606797749979,5.196152422706632,3.1622776601683795,3.7416573867739413,5.830951894845301,6.48074069840786,5.744562646538029,7.810249675906654,8.774964387392123
Crystal Palace_20_21,8.246211251235321,8.246211251235321,8.246211251235321,7.0710678118654755,9.0,5.0,5.385164807134504,5.744562646538029,1.4142135623730951,5.477225575051661,2.23606797749979,2.0,5.830951894845301,3.3166247903554,3.605551275463989,5.385164807134504,5.744562646538029,5.477225575051661,7.0710678118654755,8.246211251235321
Manchester Utd_20_21,11.704699910719626,11.704699910719626,10.04987562112089,9.0,11.575836902790225,10.295630140987,11.224972160321824,7.3484692283495345,7.810249675906654,11.704699910719626,8.12403840463596,6.708203932499369,11.789826122551595,8.366600265340756,8.366600265340756,9.055385138137417,6.48074069840786,8.774964387392123,6.4031242374328485,10.04987562112089
Wolves_20_21,8.774964387392123,8.774964387392123,9.0,7.810249675906654,9.695359714832659,5.0990195135927845,5.0990195135927845,6.6332495807108,1.0,5.196152422706632,2.449489742783178,2.23606797749979,5.385164807134504,3.1622776601683795,3.1622776601683795,4.69041575982343,5.656854249492381,5.196152422706632,7.14142842854285,7.810249675906654
Brighton_20_21,11.445523142259598,11.445523142259598,10.344080432788601,9.433981132056603,11.224972160321824,9.695359714832659,10.488088481701515,7.3484692283495345,6.4031242374328485,9.643650760992955,6.164414002968976,4.358898943540674,9.219544457292887,5.656854249492381,5.830951894845301,7.0710678118654755,4.242640687119285,5.744562646538029,4.123105625617661,7.681145747868608
Burnley_20_21,12.884098726725126,12.884098726725126,13.038404810405298,12.083045973594572,13.30413469565007,9.643650760992955,9.433981132056603,10.344080432788601,5.477225575051661,7.211102550927978,5.385164807134504,3.7416573867739413,5.477225575051661,3.0,2.23606797749979,3.0,3.3166247903554,0.0,4.47213595499958,3.7416573867739413
West Brom_20_21,15.524174696260024,15.524174696260024,14.730919862656235,13.674794331177344,15.620499351813308,12.806248474865697,12.96148139681572,11.74734012447073,8.660254037844387,11.874342087037917,8.94427190999916,6.708203932499369,10.63014581273465,7.3484692283495345,6.6332495807108,6.0,2.449489742783178,5.385164807134504,1.0,4.58257569495584
Sheffield Utd_20_21,13.74772708486752,13.74772708486752,14.45683229480096,13.601470508735444,14.352700094407323,10.295630140987,9.695359714832659,12.083045973594572,6.708203932499369,6.708203932499369,6.48074069840786,5.744562646538029,4.358898943540674,4.242640687119285,3.7416573867739413,4.242640687119285,6.164414002968976,3.0,7.280109889280518,5.0
Fulham_20_21,15.362291495737216,15.362291495737216,15.0996688705415,14.071247279470288,15.652475842498529,12.206555615733702,12.041594578792296,12.206555615733702,7.874007874011811,10.295630140987,8.06225774829855,6.0,8.602325267042627,5.916079783099616,5.0,4.123105625617661,2.23606797749979,3.1622776601683795,2.449489742783178,2.0
